event,time,magnitude,e_magnitude,band,ra,dec,source,refs
1998bw,51318.5,21.78,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51319.2,21.59,,B,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51319.2,20.61,,I,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51319.2,20.83,,R,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51319.2,21.43,,V,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51341.0,20.9,0.3,I,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51341.0,21.0,0.2,R,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51341.0,21.7,0.3,V,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51341.5,21.03,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51341.5,21.18,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51341.5,22.12,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51342.0,20.9,,I,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51342.0,21.0,,R,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51342.0,21.7,,V,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51345.5,22.57,,B,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51345.5,21.13,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51345.5,21.32,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51345.5,22.16,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51346.3,21.91,,B,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51346.3,20.76,,I,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51346.3,20.87,,R,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51346.3,21.69,,U,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51346.3,21.7,,V,,,"2001ApJ...555..900P,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Patat et al. (2001)', 'url': 'https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51398.0,21.5,0.3,I,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51398.0,21.6,0.3,R,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51398.0,21.9,0.5,V,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51398.5,22.08,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51398.5,22.21,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51398.5,22.86,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51399.0,21.5,,I,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51399.0,21.6,,R,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51399.0,21.9,,V,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51431.0,21.8,0.5,I,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51431.0,22.1,0.3,R,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51431.0,22.3,0.4,V,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51431.5,23.53,,B,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51431.5,22.5,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51431.5,22.59,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51431.5,23.07,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51432.0,21.8,,I,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51432.0,22.1,,R,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51432.0,22.3,,V,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51466.5,23.25,,I,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51466.5,23.05,,R,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51466.5,23.43,,V,,,"2002A&A...386..944S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2002)', 'url': 'https://ui.adsabs.harvard.edu/abs/2002A&A...386..944S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
